# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
5.91741617e+02 -5.86344048e+05 1.12387606e+03
5.93296978e+02 -5.84600592e+05 1.11799118e+03
5.94856427e+02 -5.82861706e+05 1.11213712e+03
5.96419975e+02 -5.81127379e+05 1.10631371e+03
5.97987633e+02 -5.79397598e+05 1.10052079e+03
5.99559411e+02 -5.77672352e+05 1.09475821e+03
6.01135320e+02 -5.75951629e+05 1.08902580e+03
6.02715372e+02 -5.74235417e+05 1.08332341e+03
6.04299577e+02 -5.72523704e+05 1.07765088e+03
6.05887946e+02 -5.70816479e+05 1.07200805e+03
6.07480489e+02 -5.69113729e+05 1.06639476e+03
6.09077219e+02 -5.67415442e+05 1.06081087e+03
6.10678146e+02 -5.65721608e+05 1.05525622e+03
6.12283280e+02 -5.64032215e+05 1.04973065e+03
6.13892634e+02 -5.62347250e+05 1.04423402e+03
6.15506217e+02 -5.60666703e+05 1.03876617e+03
6.17124042e+02 -5.58990561e+05 1.03332695e+03
6.18746119e+02 -5.57318813e+05 1.02791621e+03
6.20372460e+02 -5.55651448e+05 1.02253380e+03
6.22003076e+02 -5.53988454e+05 1.01717957e+03
6.23637977e+02 -5.52329819e+05 1.01185339e+03
6.25277176e+02 -5.50675533e+05 1.00655509e+03
6.26920683e+02 -5.49025583e+05 1.00128453e+03
6.28568510e+02 -5.47379959e+05 9.96041574e+02
6.30220669e+02 -5.45738649e+05 9.90826069e+02
6.31877170e+02 -5.44101642e+05 9.85637874e+02
6.33538025e+02 -5.42468926e+05 9.80476845e+02
6.35203245e+02 -5.40840491e+05 9.75342841e+02
6.36872843e+02 -5.39216324e+05 9.70235720e+02
6.38546828e+02 -5.37596416e+05 9.65155341e+02
6.40225214e+02 -5.35980754e+05 9.60101564e+02
6.41908012e+02 -5.34369327e+05 9.55074250e+02
6.43595232e+02 -5.32762125e+05 9.50073260e+02
6.45286888e+02 -5.31159137e+05 9.45098456e+02
6.46982989e+02 -5.29560350e+05 9.40149702e+02
6.48683549e+02 -5.27965755e+05 9.35226860e+02
6.50388579e+02 -5.26375340e+05 9.30329796e+02
6.52098090e+02 -5.24789095e+05 9.25458374e+02
6.53812095e+02 -5.23207008e+05 9.20612460e+02
6.55530605e+02 -5.21629069e+05 9.15791920e+02
6.57253631e+02 -5.20055266e+05 9.10996622e+02
6.58981187e+02 -5.18485589e+05 9.06226433e+02
6.60713283e+02 -5.16920027e+05 9.01481221e+02
6.62449933e+02 -5.15358569e+05 8.96760857e+02
6.64191147e+02 -5.13801205e+05 8.92065210e+02
6.65936937e+02 -5.12247923e+05 8.87394150e+02
6.67687316e+02 -5.10698713e+05 8.82747550e+02
6.69442296e+02 -5.09153565e+05 8.78125279e+02
6.71201889e+02 -5.07612467e+05 8.73527212e+02
6.72966107e+02 -5.06075410e+05 8.68953222e+02
6.74734962e+02 -5.04542381e+05 8.64403182e+02
6.76508467e+02 -5.03013372e+05 8.59876968e+02
6.78286633e+02 -5.01488371e+05 8.55374453e+02
6.80069473e+02 -4.99967368e+05 8.50895515e+02
6.81856998e+02 -4.98450353e+05 8.46440030e+02
6.83649223e+02 -4.96937314e+05 8.42007875e+02
6.85446158e+02 -4.95428242e+05 8.37598927e+02
6.87247816e+02 -4.93923126e+05 8.33213066e+02
6.89054210e+02 -4.92421956e+05 8.28850170e+02
6.90865352e+02 -4.90924721e+05 8.24510119e+02
6.92681254e+02 -4.89431411e+05 8.20192794e+02
6.94501929e+02 -4.87942016e+05 8.15898076e+02
6.96327390e+02 -4.86456525e+05 8.11625845e+02
6.98157649e+02 -4.84974929e+05 8.07375985e+02
6.99992718e+02 -4.83497217e+05 8.03148379e+02
7.01832612e+02 -4.82023378e+05 7.98942909e+02
7.03677341e+02 -4.80553404e+05 7.94759460e+02
7.05526919e+02 -4.79087283e+05 7.90597916e+02
7.07381358e+02 -4.77625005e+05 7.86458163e+02
7.09240672e+02 -4.76166561e+05 7.82340087e+02
7.11104872e+02 -4.74711940e+05 7.78243575e+02
7.12973973e+02 -4.73261133e+05 7.74168512e+02
7.14847987e+02 -4.71814129e+05 7.70114788e+02
7.16726926e+02 -4.70370919e+05 7.66082289e+02
7.18610804e+02 -4.68931492e+05 7.62070906e+02
7.20499634e+02 -4.67495838e+05 7.58080528e+02
7.22393428e+02 -4.66063948e+05 7.54111044e+02
7.24292200e+02 -4.64635812e+05 7.50162345e+02
7.26195963e+02 -4.63211420e+05 7.46234323e+02
7.28104730e+02 -4.61790761e+05 7.42326868e+02
7.30018514e+02 -4.60373828e+05 7.38439874e+02
7.31937328e+02 -4.58960608e+05 7.34573233e+02
7.33861186e+02 -4.57551094e+05 7.30726839e+02
7.35790101e+02 -4.56145275e+05 7.26900586e+02
7.37724085e+02 -4.54743141e+05 7.23094367e+02
7.39663153e+02 -4.53344683e+05 7.19308079e+02
7.41607318e+02 -4.51949890e+05 7.15541617e+02
7.43556593e+02 -4.50558755e+05 7.11794877e+02
7.45510991e+02 -4.49171266e+05 7.08067756e+02
7.47470526e+02 -4.47787415e+05 7.04360151e+02
7.49435212e+02 -4.46407192e+05 7.00671959e+02
7.51405062e+02 -4.45030587e+05 6.97003080e+02
7.53380090e+02 -4.43657590e+05 6.93353413e+02
7.55360309e+02 -4.42288194e+05 6.89722855e+02
7.57345732e+02 -4.40922387e+05 6.86111308e+02
7.59336375e+02 -4.39560160e+05 6.82518672e+02
7.61332249e+02 -4.38201505e+05 6.78944848e+02
7.63333370e+02 -4.36846411e+05 6.75389738e+02
7.65339751e+02 -4.35494870e+05 6.71853242e+02
7.67351405e+02 -4.34146872e+05 6.68335265e+02
7.69368347e+02 -4.32802408e+05 6.64835709e+02
7.71390590e+02 -4.31461469e+05 6.61354477e+02
7.73418148e+02 -4.30124045e+05 6.57891474e+02
7.75451036e+02 -4.28790127e+05 6.54446603e+02
7.77489267e+02 -4.27459706e+05 6.51019771e+02
7.79532856e+02 -4.26132772e+05 6.47610883e+02
7.81581816e+02 -4.24809317e+05 6.44219844e+02
7.83636161e+02 -4.23489332e+05 6.40846562e+02
7.85695907e+02 -4.22172807e+05 6.37490943e+02
7.87761066e+02 -4.20859734e+05 6.34152895e+02
7.89831653e+02 -4.19550103e+05 6.30832326e+02
7.91907683e+02 -4.18243905e+05 6.27529144e+02
7.93989170e+02 -4.16941131e+05 6.24243258e+02
7.96076128e+02 -4.15641772e+05 6.20974578e+02
7.98168571e+02 -4.14345820e+05 6.17723013e+02
8.00266514e+02 -4.13053266e+05 6.14488475e+02
8.02369971e+02 -4.11764099e+05 6.11270873e+02
8.04478957e+02 -4.10478313e+05 6.08070119e+02
8.06593487e+02 -4.09195897e+05 6.04886126e+02
8.08713574e+02 -4.07916843e+05 6.01718804e+02
8.10839234e+02 -4.06641142e+05 5.98568067e+02
8.12970481e+02 -4.05368785e+05 5.95433829e+02
8.15107330e+02 -4.04099764e+05 5.92316001e+02
8.17249796e+02 -4.02834070e+05 5.89214500e+02
8.19397893e+02 -4.01571694e+05 5.86129239e+02
8.21551636e+02 -4.00312627e+05 5.83060133e+02
8.23711040e+02 -3.99056861e+05 5.80007097e+02
8.25876120e+02 -3.97804387e+05 5.76970048e+02
8.28046891e+02 -3.96555196e+05 5.73948902e+02
8.30223367e+02 -3.95309281e+05 5.70943575e+02
8.32405564e+02 -3.94066631e+05 5.67953985e+02
8.34593498e+02 -3.92827239e+05 5.64980049e+02
8.36787182e+02 -3.91591096e+05 5.62021685e+02
8.38986631e+02 -3.90358194e+05 5.59078812e+02
8.41191862e+02 -3.89128524e+05 5.56151348e+02
8.43402890e+02 -3.87902078e+05 5.53239214e+02
8.45619729e+02 -3.86678846e+05 5.50342328e+02
8.47842395e+02 -3.85458822e+05 5.47460610e+02
8.50070903e+02 -3.84241996e+05 5.44593982e+02
8.52305268e+02 -3.83028359e+05 5.41742365e+02
8.54545506e+02 -3.81817905e+05 5.38905679e+02
8.56791633e+02 -3.80610623e+05 5.36083847e+02
8.59043664e+02 -3.79406507e+05 5.33276790e+02
8.61301614e+02 -3.78205547e+05 5.30484432e+02
8.63565498e+02 -3.77007736e+05 5.27706696e+02
8.65835334e+02 -3.75813065e+05 5.24943504e+02
8.68111135e+02 -3.74621525e+05 5.22194781e+02
8.70392918e+02 -3.73433110e+05 5.19460451e+02
8.72680699e+02 -3.72247809e+05 5.16740439e+02
8.74974493e+02 -3.71065616e+05 5.14034669e+02
8.77274316e+02 -3.69886523e+05 5.11343067e+02
8.79580184e+02 -3.68710520e+05 5.08665560e+02
8.81892114e+02 -3.67537600e+05 5.06002072e+02
8.84210119e+02 -3.66367755e+05 5.03352531e+02
8.86534218e+02 -3.65200977e+05 5.00716863e+02
8.88864425e+02 -3.64037258e+05 4.98094997e+02
8.91200757e+02 -3.62876589e+05 4.95486859e+02
8.93543230e+02 -3.61718963e+05 4.92892378e+02
8.95891860e+02 -3.60564372e+05 4.90311482e+02
8.98246664e+02 -3.59412808e+05 4.87744101e+02
9.00607657e+02 -3.58264262e+05 4.85190163e+02
9.02974855e+02 -3.57118728e+05 4.82649598e+02
9.05348276e+02 -3.55976197e+05 4.80122336e+02
9.07727935e+02 -3.54836660e+05 4.77608307e+02
9.10113849e+02 -3.53700112e+05 4.75107443e+02
9.12506034e+02 -3.52566542e+05 4.72619673e+02
9.14904507e+02 -3.51435945e+05 4.70144930e+02
9.17309284e+02 -3.50308311e+05 4.67683146e+02
9.19720382e+02 -3.49183633e+05 4.65234252e+02
9.22137817e+02 -3.48061904e+05 4.62798181e+02
9.24561607e+02 -3.46943115e+05 4.60374865e+02
9.26991767e+02 -3.45827260e+05 4.57964239e+02
9.29428315e+02 -3.44714330e+05 4.55566236e+02
9.31871267e+02 -3.43604317e+05 4.53180789e+02
9.34320640e+02 -3.42497214e+05 4.50807832e+02
9.36776451e+02 -3.41393014e+05 4.48447302e+02
9.39238718e+02 -3.40291708e+05 4.46099131e+02
9.41707456e+02 -3.39193289e+05 4.43763256e+02
9.44182683e+02 -3.38097750e+05 4.41439612e+02
9.46664416e+02 -3.37005083e+05 4.39128135e+02
9.49152673e+02 -3.35915280e+05 4.36828762e+02
9.51647469e+02 -3.34828335e+05 4.34541429e+02
9.54148823e+02 -3.33744238e+05 4.32266073e+02
9.56656752e+02 -3.32662984e+05 4.30002631e+02
9.59171273e+02 -3.31584565e+05 4.27751041e+02
9.61692402e+02 -3.30508972e+05 4.25511241e+02
9.64220159e+02 -3.29436199e+05 4.23283169e+02
9.66754560e+02 -3.28366239e+05 4.21066764e+02
9.69295622e+02 -3.27299083e+05 4.18861964e+02
9.71843363e+02 -3.26234725e+05 4.16668709e+02
9.74397801e+02 -3.25173157e+05 4.14486939e+02
9.76958953e+02 -3.24114373e+05 4.12316593e+02
9.79526837e+02 -3.23058364e+05 4.10157611e+02
9.82101470e+02 -3.22005123e+05 4.08009935e+02
9.84682871e+02 -3.20954643e+05 4.05873504e+02
9.87271056e+02 -3.19906917e+05 4.03748260e+02
9.89866045e+02 -3.18861938e+05 4.01634144e+02
9.92467854e+02 -3.17819699e+05 3.99531098e+02
9.95076503e+02 -3.16780191e+05 3.97439065e+02
9.97692007e+02 -3.15743409e+05 3.95357985e+02
1.00031439e+03 -3.14709345e+05 3.93287803e+02
1.00294366e+03 -3.13677991e+05 3.91228461e+02
1.00557984e+03 -3.12649342e+05 3.89179901e+02
1.00822295e+03 -3.11623389e+05 3.87142069e+02
1.01087301e+03 -3.10600125e+05 3.85114907e+02
1.01353004e+03 -3.09579544e+05 3.83098360e+02
1.01619405e+03 -3.08561639e+05 3.81092372e+02
1.01886506e+03 -3.07546402e+05 3.79096888e+02
1.02154309e+03 -3.06533826e+05 3.77111853e+02
1.02422816e+03 -3.05523905e+05 3.75137211e+02
1.02692029e+03 -3.04516632e+05 3.73172910e+02
1.02961950e+03 -3.03511999e+05 3.71218894e+02
1.03232579e+03 -3.02510000e+05 3.69275110e+02
1.03503921e+03 -3.01510627e+05 3.67341504e+02
1.03775975e+03 -3.00513875e+05 3.65418022e+02
1.04048745e+03 -2.99519735e+05 3.63504613e+02
1.04322231e+03 -2.98528202e+05 3.61601222e+02
1.04596437e+03 -2.97539268e+05 3.59707798e+02
1.04871363e+03 -2.96552926e+05 3.57824289e+02
1.05147011e+03 -2.95569171e+05 3.55950642e+02
1.05423385e+03 -2.94587994e+05 3.54086806e+02
1.05700484e+03 -2.93609389e+05 3.52232729e+02
1.05978312e+03 -2.92633350e+05 3.50388361e+02
1.06256871e+03 -2.91659870e+05 3.48553651e+02
1.06536161e+03 -2.90688941e+05 3.46728547e+02
1.06816186e+03 -2.89720558e+05 3.44913000e+02
1.07096946e+03 -2.88754714e+05 3.43106960e+02
1.07378445e+03 -2.87791402e+05 3.41310376e+02
1.07660683e+03 -2.86830615e+05 3.39523200e+02
1.07943663e+03 -2.85872346e+05 3.37745382e+02
1.08227388e+03 -2.84916590e+05 3.35976873e+02
1.08511857e+03 -2.83963340e+05 3.34217624e+02
1.08797075e+03 -2.83012588e+05 3.32467587e+02
1.09083042e+03 -2.82064329e+05 3.30726714e+02
1.09369761e+03 -2.81118555e+05 3.28994957e+02
1.09657234e+03 -2.80175261e+05 3.27272267e+02
1.09945462e+03 -2.79234440e+05 3.25558598e+02
1.10234447e+03 -2.78296086e+05 3.23853902e+02
1.10524193e+03 -2.77360191e+05 3.22158132e+02
1.10814700e+03 -2.76426750e+05 3.20471241e+02
1.11105970e+03 -2.75495756e+05 3.18793184e+02
1.11398006e+03 -2.74567202e+05 3.17123913e+02
1.11690810e+03 -2.73641083e+05 3.15463383e+02
1.11984383e+03 -2.72717391e+05 3.13811548e+02
1.12278728e+03 -2.71796121e+05 3.12168362e+02
1.12573846e+03 -2.70877266e+05 3.10533780e+02
1.12869741e+03 -2.69960820e+05 3.08907758e+02
1.13166413e+03 -2.69046777e+05 3.07290250e+02
1.13463865e+03 -2.68135129e+05 3.05681211e+02
1.13762098e+03 -2.67225872e+05 3.04080598e+02
1.14061116e+03 -2.66318998e+05 3.02488365e+02
1.14360919e+03 -2.65414502e+05 3.00904471e+02
1.14661511e+03 -2.64512377e+05 2.99328869e+02
1.14962892e+03 -2.63612616e+05 2.97761518e+02
1.15265066e+03 -2.62715215e+05 2.96202374e+02
1.15568034e+03 -2.61820166e+05 2.94651394e+02
1.15871798e+03 -2.60927464e+05 2.93108536e+02
1.16176361e+03 -2.60037101e+05 2.91573756e+02
1.16481724e+03 -2.59149073e+05 2.90047013e+02
1.16787890e+03 -2.58263373e+05 2.88528264e+02
1.17094861e+03 -2.57379995e+05 2.87017467e+02
1.17402639e+03 -2.56498932e+05 2.85514582e+02
1.17711225e+03 -2.55620179e+05 2.84019566e+02
1.18020623e+03 -2.54743730e+05 2.82532378e+02
1.18330833e+03 -2.53869579e+05 2.81052977e+02
1.18641860e+03 -2.52997719e+05 2.79581323e+02
1.18953703e+03 -2.52128145e+05 2.78117375e+02
1.19266367e+03 -2.51260850e+05 2.76661093e+02
1.19579852e+03 -2.50395829e+05 2.75212435e+02
1.19894161e+03 -2.49533076e+05 2.73771364e+02
1.20209296e+03 -2.48672585e+05 2.72337838e+02
1.20525260e+03 -2.47814349e+05 2.70911819e+02
1.20842054e+03 -2.46958363e+05 2.69493266e+02
1.21159681e+03 -2.46104621e+05 2.68082141e+02
1.21478143e+03 -2.45253118e+05 2.66678406e+02
1.21797441e+03 -2.44403846e+05 2.65282020e+02
1.22117579e+03 -2.43556801e+05 2.63892947e+02
1.22438559e+03 -2.42711977e+05 2.62511147e+02
1.22760382e+03 -2.41869367e+05 2.61136582e+02
1.23083051e+03 -2.41028966e+05 2.59769215e+02
1.23406568e+03 -2.40190768e+05 2.58409008e+02
1.23730936e+03 -2.39354768e+05 2.57055923e+02
1.24056156e+03 -2.38520959e+05 2.55709923e+02
1.24382231e+03 -2.37689336e+05 2.54370971e+02
1.24709163e+03 -2.36859893e+05 2.53039031e+02
1.25036954e+03 -2.36032625e+05 2.51714064e+02
1.25365607e+03 -2.35207525e+05 2.50396036e+02
1.25695124e+03 -2.34384589e+05 2.49084909e+02
1.26025507e+03 -2.33563810e+05 2.47780647e+02
1.26356758e+03 -2.32745182e+05 2.46483215e+02
1.26688880e+03 -2.31928700e+05 2.45192576e+02
1.27021875e+03 -2.31114359e+05 2.43908696e+02
1.27355745e+03 -2.30302153e+05 2.42631538e+02
1.27690492e+03 -2.29492076e+05 2.41361068e+02
1.28026120e+03 -2.28684123e+05 2.40097250e+02
1.28362630e+03 -2.27878287e+05 2.38840050e+02
1.28700024e+03 -2.27074564e+05 2.37589433e+02
1.29038305e+03 -2.26272949e+05 2.36345364e+02
1.29377475e+03 -2.25473434e+05 2.35107810e+02
1.29717537e+03 -2.24676016e+05 2.33876736e+02
1.30058492e+03 -2.23880688e+05 2.32652108e+02
1.30400344e+03 -2.23087445e+05 2.31433892e+02
1.30743094e+03 -2.22296281e+05 2.30222056e+02
1.31086746e+03 -2.21507192e+05 2.29016564e+02
1.31431300e+03 -2.20720171e+05 2.27817385e+02
1.31776760e+03 -2.19935214e+05 2.26624486e+02
1.32123128e+03 -2.19152314e+05 2.25437832e+02
1.32470407e+03 -2.18371466e+05 2.24257392e+02
1.32818598e+03 -2.17592666e+05 2.23083133e+02
1.33167705e+03 -2.16815907e+05 2.21915023e+02
1.33517729e+03 -2.16041185e+05 2.20753029e+02
1.33868673e+03 -2.15268493e+05 2.19597120e+02
1.34220539e+03 -2.14497827e+05 2.18447264e+02
1.34573331e+03 -2.13729182e+05 2.17303428e+02
1.34927050e+03 -2.12962551e+05 2.16165582e+02
1.35281698e+03 -2.12197930e+05 2.15033694e+02
1.35637279e+03 -2.11435314e+05 2.13907732e+02
1.35993794e+03 -2.10674697e+05 2.12787667e+02
1.36351246e+03 -2.09916074e+05 2.11673466e+02
1.36709638e+03 -2.09159439e+05 2.10565100e+02
1.37068972e+03 -2.08404788e+05 2.09462537e+02
1.37429250e+03 -2.07652116e+05 2.08365748e+02
1.37790476e+03 -2.06901417e+05 2.07274701e+02
1.38152651e+03 -2.06152685e+05 2.06189368e+02
1.38515777e+03 -2.05405917e+05 2.05109717e+02
1.38879859e+03 -2.04661106e+05 2.04035720e+02
1.39244897e+03 -2.03918247e+05 2.02967347e+02
1.39610895e+03 -2.03177336e+05 2.01904568e+02
1.39977854e+03 -2.02438368e+05 2.00847354e+02
1.40345778e+03 -2.01701336e+05 1.99795675e+02
1.40714670e+03 -2.00966237e+05 1.98749504e+02
1.41084531e+03 -2.00233065e+05 1.97708811e+02
1.41455364e+03 -1.99501815e+05 1.96673566e+02
1.41827172e+03 -1.98772482e+05 1.95643743e+02
1.42199957e+03 -1.98045061e+05 1.94619312e+02
1.42573721e+03 -1.97319546e+05 1.93600245e+02
1.42948469e+03 -1.96595934e+05 1.92586515e+02
1.43324201e+03 -1.95874219e+05 1.91578092e+02
1.43700921e+03 -1.95154395e+05 1.90574950e+02
1.44078631e+03 -1.94436459e+05 1.89577060e+02
1.44457334e+03 -1.93720405e+05 1.88584396e+02
1.44837032e+03 -1.93006228e+05 1.87596929e+02
1.45217729e+03 -1.92293923e+05 1.86614633e+02
1.45599426e+03 -1.91583486e+05 1.85637481e+02
1.45982126e+03 -1.90874910e+05 1.84665445e+02
1.46365832e+03 -1.90168193e+05 1.83698499e+02
1.46750547e+03 -1.89463328e+05 1.82736616e+02
1.47136273e+03 -1.88760311e+05 1.81779770e+02
1.47523012e+03 -1.88059137e+05 1.80827934e+02
1.47910769e+03 -1.87359801e+05 1.79881082e+02
1.48299544e+03 -1.86662299e+05 1.78939189e+02
1.48689341e+03 -1.85966624e+05 1.78002227e+02
1.49080163e+03 -1.85272774e+05 1.77070171e+02
1.49472012e+03 -1.84580743e+05 1.76142996e+02
1.49864892e+03 -1.83890525e+05 1.75220675e+02
1.50258803e+03 -1.83202118e+05 1.74303184e+02
1.50653751e+03 -1.82515514e+05 1.73390497e+02
1.51049736e+03 -1.81830711e+05 1.72482590e+02
1.51446762e+03 -1.81147703e+05 1.71579436e+02
1.51844831e+03 -1.80466486e+05 1.70681012e+02
1.52243947e+03 -1.79787054e+05 1.69787292e+02
1.52644112e+03 -1.79109404e+05 1.68898251e+02
1.53045329e+03 -1.78433530e+05 1.68013866e+02
1.53447601e+03 -1.77759427e+05 1.67134112e+02
1.53850929e+03 -1.77087092e+05 1.66258964e+02
1.54255318e+03 -1.76416520e+05 1.65388399e+02
1.54660770e+03 -1.75747705e+05 1.64522392e+02
1.55067287e+03 -1.75080644e+05 1.63660920e+02
1.55474873e+03 -1.74415332e+05 1.62803958e+02
1.55883531e+03 -1.73751763e+05 1.61951484e+02
1.56293262e+03 -1.73089934e+05 1.61103474e+02
1.56704071e+03 -1.72429840e+05 1.60259904e+02
1.57115959e+03 -1.71771477e+05 1.59420751e+02
1.57528930e+03 -1.71114839e+05 1.58585993e+02
1.57942986e+03 -1.70459923e+05 1.57755605e+02
1.58358130e+03 -1.69806724e+05 1.56929565e+02
1.58774366e+03 -1.69155237e+05 1.56107851e+02
1.59191696e+03 -1.68505458e+05 1.55290439e+02
1.59610123e+03 -1.67857383e+05 1.54477308e+02
1.60029650e+03 -1.67211006e+05 1.53668434e+02
1.60450279e+03 -1.66566324e+05 1.52863796e+02
1.60872014e+03 -1.65923332e+05 1.52063371e+02
1.61294857e+03 -1.65282025e+05 1.51267137e+02
1.61718812e+03 -1.64642400e+05 1.50475073e+02
1.62143881e+03 -1.64004451e+05 1.49687156e+02
1.62570068e+03 -1.63368175e+05 1.48903364e+02
1.62997374e+03 -1.62733567e+05 1.48123677e+02
1.63425804e+03 -1.62100622e+05 1.47348073e+02
1.63855360e+03 -1.61469337e+05 1.46576529e+02
1.64286045e+03 -1.60839707e+05 1.45809026e+02
1.64717862e+03 -1.60211727e+05 1.45045541e+02
1.65150814e+03 -1.59585394e+05 1.44286055e+02
1.65584904e+03 -1.58960702e+05 1.43530545e+02
1.66020135e+03 -1.58337648e+05 1.42778991e+02
1.66456510e+03 -1.57716228e+05 1.42031373e+02
1.66894032e+03 -1.57096436e+05 1.41287669e+02
1.67332704e+03 -1.56478269e+05 1.40547859e+02
1.67772529e+03 -1.55861723e+05 1.39811923e+02
1.68213510e+03 -1.55246793e+05 1.39079841e+02
1.68655650e+03 -1.54633476e+05 1.38351592e+02
1.69098952e+03 -1.54021766e+05 1.37627157e+02
1.69543420e+03 -1.53411659e+05 1.36906514e+02
1.69989055e+03 -1.52803152e+05 1.36189645e+02
1.70435862e+03 -1.52196240e+05 1.35476530e+02
1.70883844e+03 -1.51590920e+05 1.34767149e+02
1.71333003e+03 -1.50987186e+05 1.34061483e+02
1.71783342e+03 -1.50385034e+05 1.33359511e+02
1.72234865e+03 -1.49784462e+05 1.32661215e+02
1.72687576e+03 -1.49185463e+05 1.31966576e+02
1.73141475e+03 -1.48588035e+05 1.31275574e+02
1.73596569e+03 -1.47992173e+05 1.30588190e+02
1.74052858e+03 -1.47397874e+05 1.29904405e+02
1.74510346e+03 -1.46805132e+05 1.29224201e+02
1.74969037e+03 -1.46213944e+05 1.28547559e+02
1.75428934e+03 -1.45624306e+05 1.27874459e+02
1.75890039e+03 -1.45036213e+05 1.27204884e+02
1.76352357e+03 -1.44449663e+05 1.26538816e+02
1.76815890e+03 -1.43864650e+05 1.25876234e+02
1.77280641e+03 -1.43281170e+05 1.25217123e+02
1.77746613e+03 -1.42699220e+05 1.24561462e+02
1.78213811e+03 -1.42118796e+05 1.23909235e+02
1.78682236e+03 -1.41539893e+05 1.23260423e+02
1.79151893e+03 -1.40962508e+05 1.22615009e+02
1.79622784e+03 -1.40386637e+05 1.21972973e+02
1.80094912e+03 -1.39812275e+05 1.21334300e+02
1.80568282e+03 -1.39239419e+05 1.20698971e+02
1.81042896e+03 -1.38668064e+05 1.20066969e+02
1.81518758e+03 -1.38098208e+05 1.19438276e+02
1.81995870e+03 -1.37529845e+05 1.18812875e+02
1.82474236e+03 -1.36962972e+05 1.18190749e+02
1.82953860e+03 -1.36397585e+05 1.17571880e+02
1.83434744e+03 -1.35833681e+05 1.16956252e+02
1.83916892e+03 -1.35271255e+05 1.16343847e+02
1.84400308e+03 -1.34710303e+05 1.15734650e+02
1.84884994e+03 -1.34150821e+05 1.15128642e+02
1.85370955e+03 -1.33592807e+05 1.14525807e+02
1.85858192e+03 -1.33036255e+05 1.13926129e+02
1.86346710e+03 -1.32481162e+05 1.13329591e+02
1.86836513e+03 -1.31927525e+05 1.12736176e+02
1.87327602e+03 -1.31375338e+05 1.12145869e+02
1.87819983e+03 -1.30824600e+05 1.11558653e+02
1.88313657e+03 -1.30275305e+05 1.10974512e+02
1.88808630e+03 -1.29727450e+05 1.10393429e+02
1.89304903e+03 -1.29181031e+05 1.09815389e+02
1.89802481e+03 -1.28636045e+05 1.09240376e+02
1.90301366e+03 -1.28092487e+05 1.08668373e+02
1.90801563e+03 -1.27550354e+05 1.08099366e+02
1.91303075e+03 -1.27009643e+05 1.07533338e+02
1.91805905e+03 -1.26470349e+05 1.06970274e+02
1.92310056e+03 -1.25932468e+05 1.06410159e+02
1.92815533e+03 -1.25395998e+05 1.05852976e+02
1.93322338e+03 -1.24860934e+05 1.05298711e+02
1.93830475e+03 -1.24327273e+05 1.04747348e+02
1.94339948e+03 -1.23795011e+05 1.04198872e+02
1.94850760e+03 -1.23264144e+05 1.03653269e+02
1.95362915e+03 -1.22734669e+05 1.03110522e+02
1.95876416e+03 -1.22206582e+05 1.02570617e+02
1.96391266e+03 -1.21679879e+05 1.02033539e+02
1.96907470e+03 -1.21154557e+05 1.01499273e+02
1.97425031e+03 -1.20630612e+05 1.00967805e+02
1.97943952e+03 -1.20108040e+05 1.00439120e+02
1.98464237e+03 -1.19586839e+05 9.99132030e+01
1.98985889e+03 -1.19067003e+05 9.93900400e+01
1.99508913e+03 -1.18548531e+05 9.88696164e+01
2.00033311e+03 -1.18031418e+05 9.83519178e+01
2.00559088e+03 -1.17515660e+05 9.78369300e+01
2.01086247e+03 -1.17001254e+05 9.73246388e+01
2.01614791e+03 -1.16488197e+05 9.68150301e+01
2.02144725e+03 -1.15976485e+05 9.63080898e+01
2.02676051e+03 -1.15466114e+05 9.58038040e+01
2.03208774e+03 -1.14957082e+05 9.53021587e+01
2.03742898e+03 -1.14449383e+05 9.48031402e+01
2.04278425e+03 -1.13943016e+05 9.43067347e+01
2.04815360e+03 -1.13437976e+05 9.38129284e+01
2.05353706e+03 -1.12934260e+05 9.33217079e+01
2.05893467e+03 -1.12431864e+05 9.28330595e+01
2.06434647e+03 -1.11930786e+05 9.23469697e+01
2.06977249e+03 -1.11431021e+05 9.18634253e+01
2.07521278e+03 -1.10932566e+05 9.13824128e+01
2.08066736e+03 -1.10435418e+05 9.09039190e+01
2.08613628e+03 -1.09939573e+05 9.04279307e+01
