# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
3.67663836e-02 -2.64082788e+08 9.75098146e+07
3.68630221e-02 -2.64073365e+08 9.75050239e+07
3.69599146e-02 -2.64063918e+08 9.75002209e+07
3.70570617e-02 -2.64054446e+08 9.74954056e+07
3.71544642e-02 -2.64044950e+08 9.74905779e+07
3.72521227e-02 -2.64035430e+08 9.74857377e+07
3.73500379e-02 -2.64025885e+08 9.74808851e+07
3.74482104e-02 -2.64016315e+08 9.74760200e+07
3.75466410e-02 -2.64006721e+08 9.74711425e+07
3.76453304e-02 -2.63997101e+08 9.74662523e+07
3.77442791e-02 -2.63987457e+08 9.74613496e+07
3.78434879e-02 -2.63977789e+08 9.74564343e+07
3.79429574e-02 -2.63968095e+08 9.74515064e+07
3.80426885e-02 -2.63958376e+08 9.74465658e+07
3.81426816e-02 -2.63948633e+08 9.74416125e+07
3.82429376e-02 -2.63938864e+08 9.74366464e+07
3.83434571e-02 -2.63929070e+08 9.74316676e+07
3.84442408e-02 -2.63919250e+08 9.74266760e+07
3.85452894e-02 -2.63909406e+08 9.74216716e+07
3.86466036e-02 -2.63899536e+08 9.74166543e+07
3.87481841e-02 -2.63889641e+08 9.74116241e+07
3.88500316e-02 -2.63879720e+08 9.74065810e+07
3.89521468e-02 -2.63869773e+08 9.74015249e+07
3.90545305e-02 -2.63859801e+08 9.73964559e+07
3.91571832e-02 -2.63849803e+08 9.73913738e+07
3.92601057e-02 -2.63839780e+08 9.73862787e+07
3.93632988e-02 -2.63829731e+08 9.73811705e+07
3.94667631e-02 -2.63819655e+08 9.73760491e+07
3.95704993e-02 -2.63809554e+08 9.73709146e+07
3.96745083e-02 -2.63799427e+08 9.73657669e+07
3.97787906e-02 -2.63789274e+08 9.73606060e+07
3.98833470e-02 -2.63779094e+08 9.73554319e+07
3.99881782e-02 -2.63768889e+08 9.73502444e+07
4.00932850e-02 -2.63758657e+08 9.73450437e+07
4.01986680e-02 -2.63748399e+08 9.73398296e+07
4.03043280e-02 -2.63738114e+08 9.73346021e+07
4.04102658e-02 -2.63727803e+08 9.73293611e+07
4.05164820e-02 -2.63717465e+08 9.73241068e+07
4.06229774e-02 -2.63707101e+08 9.73188389e+07
4.07297527e-02 -2.63696710e+08 9.73135575e+07
4.08368086e-02 -2.63686292e+08 9.73082626e+07
4.09441460e-02 -2.63675848e+08 9.73029541e+07
4.10517654e-02 -2.63665376e+08 9.72976319e+07
4.11596678e-02 -2.63654878e+08 9.72922961e+07
4.12678538e-02 -2.63644353e+08 9.72869466e+07
4.13763241e-02 -2.63633800e+08 9.72815834e+07
4.14850795e-02 -2.63623220e+08 9.72762064e+07
4.15941208e-02 -2.63612614e+08 9.72708157e+07
4.17034487e-02 -2.63601980e+08 9.72654111e+07
4.18130640e-02 -2.63591318e+08 9.72599926e+07
4.19229674e-02 -2.63580629e+08 9.72545602e+07
4.20331596e-02 -2.63569913e+08 9.72491139e+07
4.21436415e-02 -2.63559169e+08 9.72436537e+07
4.22544138e-02 -2.63548397e+08 9.72381794e+07
4.23654772e-02 -2.63537598e+08 9.72326911e+07
4.24768326e-02 -2.63526771e+08 9.72271887e+07
4.25884807e-02 -2.63515916e+08 9.72216723e+07
4.27004222e-02 -2.63505033e+08 9.72161417e+07
4.28126579e-02 -2.63494122e+08 9.72105969e+07
4.29251887e-02 -2.63483183e+08 9.72050378e+07
4.30380152e-02 -2.63472216e+08 9.71994646e+07
4.31511383e-02 -2.63461221e+08 9.71938770e+07
4.32645588e-02 -2.63450198e+08 9.71882752e+07
4.33782773e-02 -2.63439146e+08 9.71826590e+07
4.34922948e-02 -2.63428066e+08 9.71770283e+07
4.36066119e-02 -2.63416957e+08 9.71713833e+07
4.37212296e-02 -2.63405820e+08 9.71657238e+07
4.38361484e-02 -2.63394654e+08 9.71600498e+07
4.39513694e-02 -2.63383459e+08 9.71543613e+07
4.40668932e-02 -2.63372236e+08 9.71486582e+07
4.41827206e-02 -2.63360984e+08 9.71429404e+07
4.42988525e-02 -2.63349703e+08 9.71372081e+07
4.44152897e-02 -2.63338393e+08 9.71314610e+07
4.45320329e-02 -2.63327054e+08 9.71256993e+07
4.46490829e-02 -2.63315686e+08 9.71199228e+07
4.47664406e-02 -2.63304288e+08 9.71141315e+07
4.48841068e-02 -2.63292861e+08 9.71083253e+07
4.50020822e-02 -2.63281405e+08 9.71025043e+07
4.51203678e-02 -2.63269920e+08 9.70966684e+07
4.52389642e-02 -2.63258405e+08 9.70908176e+07
4.53578724e-02 -2.63246860e+08 9.70849518e+07
4.54770931e-02 -2.63235286e+08 9.70790709e+07
4.55966272e-02 -2.63223682e+08 9.70731751e+07
4.57164755e-02 -2.63212049e+08 9.70672641e+07
4.58366388e-02 -2.63200385e+08 9.70613380e+07
4.59571179e-02 -2.63188691e+08 9.70553968e+07
4.60779137e-02 -2.63176968e+08 9.70494403e+07
4.61990270e-02 -2.63165214e+08 9.70434686e+07
4.63204587e-02 -2.63153431e+08 9.70374816e+07
4.64422095e-02 -2.63141617e+08 9.70314793e+07
4.65642803e-02 -2.63129772e+08 9.70254617e+07
4.66866720e-02 -2.63117897e+08 9.70194287e+07
4.68093854e-02 -2.63105992e+08 9.70133802e+07
4.69324214e-02 -2.63094056e+08 9.70073163e+07
4.70557807e-02 -2.63082090e+08 9.70012368e+07
4.71794643e-02 -2.63070093e+08 9.69951419e+07
4.73034729e-02 -2.63058065e+08 9.69890313e+07
4.74278076e-02 -2.63046006e+08 9.69829051e+07
4.75524690e-02 -2.63033917e+08 9.69767633e+07
4.76774581e-02 -2.63021796e+08 9.69706057e+07
4.78027757e-02 -2.63009644e+08 9.69644325e+07
4.79284227e-02 -2.62997461e+08 9.69582434e+07
4.80544000e-02 -2.62985247e+08 9.69520385e+07
4.81807084e-02 -2.62973002e+08 9.69458178e+07
4.83073488e-02 -2.62960725e+08 9.69395812e+07
4.84343221e-02 -2.62948417e+08 9.69333286e+07
4.85616291e-02 -2.62936077e+08 9.69270601e+07
4.86892707e-02 -2.62923705e+08 9.69207755e+07
4.88172478e-02 -2.62911302e+08 9.69144749e+07
4.89455613e-02 -2.62898867e+08 9.69081582e+07
4.90742121e-02 -2.62886400e+08 9.69018254e+07
4.92032010e-02 -2.62873901e+08 9.68954764e+07
4.93325289e-02 -2.62861370e+08 9.68891112e+07
4.94621968e-02 -2.62848807e+08 9.68827297e+07
4.95922055e-02 -2.62836212e+08 9.68763320e+07
4.97225560e-02 -2.62823585e+08 9.68699179e+07
4.98532490e-02 -2.62810925e+08 9.68634874e+07
4.99842856e-02 -2.62798233e+08 9.68570405e+07
5.01156666e-02 -2.62785508e+08 9.68505772e+07
5.02473929e-02 -2.62772751e+08 9.68440974e+07
5.03794655e-02 -2.62759961e+08 9.68376010e+07
5.05118852e-02 -2.62747138e+08 9.68310880e+07
5.06446529e-02 -2.62734282e+08 9.68245585e+07
5.07777697e-02 -2.62721394e+08 9.68180122e+07
5.09112363e-02 -2.62708472e+08 9.68114493e+07
5.10450537e-02 -2.62695517e+08 9.68048696e+07
5.11792229e-02 -2.62682530e+08 9.67982732e+07
5.13137447e-02 -2.62669509e+08 9.67916599e+07
5.14486201e-02 -2.62656454e+08 9.67850298e+07
5.15838500e-02 -2.62643367e+08 9.67783827e+07
5.17194354e-02 -2.62630245e+08 9.67717187e+07
5.18553772e-02 -2.62617090e+08 9.67650377e+07
5.19916762e-02 -2.62603902e+08 9.67583397e+07
5.21283335e-02 -2.62590680e+08 9.67516246e+07
5.22653500e-02 -2.62577423e+08 9.67448924e+07
5.24027267e-02 -2.62564133e+08 9.67381430e+07
5.25404644e-02 -2.62550809e+08 9.67313764e+07
5.26785642e-02 -2.62537451e+08 9.67245925e+07
5.28170270e-02 -2.62524059e+08 9.67177914e+07
5.29558537e-02 -2.62510632e+08 9.67109730e+07
5.30950453e-02 -2.62497172e+08 9.67041372e+07
5.32346027e-02 -2.62483676e+08 9.66972839e+07
5.33745270e-02 -2.62470146e+08 9.66904132e+07
5.35148191e-02 -2.62456582e+08 9.66835250e+07
5.36554799e-02 -2.62442983e+08 9.66766193e+07
5.37965104e-02 -2.62429349e+08 9.66696959e+07
5.39379116e-02 -2.62415680e+08 9.66627550e+07
5.40796845e-02 -2.62401977e+08 9.66557963e+07
5.42218300e-02 -2.62388238e+08 9.66488200e+07
5.43643492e-02 -2.62374464e+08 9.66418259e+07
5.45072430e-02 -2.62360655e+08 9.66348139e+07
5.46505123e-02 -2.62346811e+08 9.66277842e+07
5.47941582e-02 -2.62332931e+08 9.66207365e+07
5.49381817e-02 -2.62319016e+08 9.66136709e+07
5.50825837e-02 -2.62305065e+08 9.66065873e+07
5.52273653e-02 -2.62291079e+08 9.65994857e+07
5.53725275e-02 -2.62277057e+08 9.65923660e+07
5.55180712e-02 -2.62262999e+08 9.65852282e+07
5.56639974e-02 -2.62248905e+08 9.65780723e+07
5.58103073e-02 -2.62234775e+08 9.65708981e+07
5.59570016e-02 -2.62220610e+08 9.65637057e+07
5.61040816e-02 -2.62206408e+08 9.65564950e+07
5.62515481e-02 -2.62192169e+08 9.65492660e+07
5.63994023e-02 -2.62177895e+08 9.65420185e+07
5.65476451e-02 -2.62163583e+08 9.65347527e+07
5.66962775e-02 -2.62149236e+08 9.65274684e+07
5.68453006e-02 -2.62134851e+08 9.65201655e+07
5.69947154e-02 -2.62120430e+08 9.65128441e+07
5.71445229e-02 -2.62105973e+08 9.65055041e+07
5.72947242e-02 -2.62091478e+08 9.64981454e+07
5.74453203e-02 -2.62076946e+08 9.64907681e+07
5.75963123e-02 -2.62062378e+08 9.64833720e+07
5.77477010e-02 -2.62047772e+08 9.64759571e+07
5.78994878e-02 -2.62033128e+08 9.64685233e+07
5.80516734e-02 -2.62018448e+08 9.64610707e+07
5.82042591e-02 -2.62003730e+08 9.64535991e+07
5.83572459e-02 -2.61988974e+08 9.64461086e+07
5.85106347e-02 -2.61974181e+08 9.64385990e+07
5.86644268e-02 -2.61959350e+08 9.64310704e+07
5.88186231e-02 -2.61944481e+08 9.64235226e+07
5.89732246e-02 -2.61929575e+08 9.64159557e+07
5.91282326e-02 -2.61914630e+08 9.64083696e+07
5.92836479e-02 -2.61899647e+08 9.64007642e+07
5.94394718e-02 -2.61884626e+08 9.63931395e+07
5.95957053e-02 -2.61869567e+08 9.63854954e+07
5.97523493e-02 -2.61854470e+08 9.63778320e+07
5.99094052e-02 -2.61839334e+08 9.63701491e+07
6.00668738e-02 -2.61824159e+08 9.63624467e+07
6.02247563e-02 -2.61808945e+08 9.63547248e+07
6.03830539e-02 -2.61793693e+08 9.63469833e+07
6.05417675e-02 -2.61778402e+08 9.63392221e+07
6.07008982e-02 -2.61763073e+08 9.63314413e+07
6.08604473e-02 -2.61747704e+08 9.63236407e+07
6.10204157e-02 -2.61732295e+08 9.63158203e+07
6.11808045e-02 -2.61716848e+08 9.63079801e+07
6.13416150e-02 -2.61701361e+08 9.63001201e+07
6.15028481e-02 -2.61685835e+08 9.62922401e+07
6.16645050e-02 -2.61670270e+08 9.62843401e+07
6.18265868e-02 -2.61654664e+08 9.62764201e+07
6.19890947e-02 -2.61639019e+08 9.62684800e+07
6.21520297e-02 -2.61623334e+08 9.62605199e+07
6.23153929e-02 -2.61607610e+08 9.62525395e+07
6.24791856e-02 -2.61591845e+08 9.62445389e+07
6.26434087e-02 -2.61576040e+08 9.62365181e+07
6.28080635e-02 -2.61560195e+08 9.62284769e+07
6.29731511e-02 -2.61544309e+08 9.62204154e+07
6.31386727e-02 -2.61528383e+08 9.62123334e+07
6.33046293e-02 -2.61512417e+08 9.62042310e+07
6.34710221e-02 -2.61496410e+08 9.61961081e+07
6.36378522e-02 -2.61480362e+08 9.61879646e+07
6.38051209e-02 -2.61464274e+08 9.61798004e+07
6.39728292e-02 -2.61448144e+08 9.61716156e+07
6.41409783e-02 -2.61431974e+08 9.61634101e+07
6.43095694e-02 -2.61415762e+08 9.61551839e+07
6.44786036e-02 -2.61399509e+08 9.61469368e+07
6.46480822e-02 -2.61383215e+08 9.61386688e+07
6.48180062e-02 -2.61366880e+08 9.61303799e+07
6.49883768e-02 -2.61350503e+08 9.61220701e+07
6.51591952e-02 -2.61334084e+08 9.61137392e+07
6.53304627e-02 -2.61317623e+08 9.61053872e+07
6.55021802e-02 -2.61301121e+08 9.60970142e+07
6.56743492e-02 -2.61284577e+08 9.60886199e+07
6.58469707e-02 -2.61267991e+08 9.60802044e+07
6.60200459e-02 -2.61251362e+08 9.60717677e+07
6.61935760e-02 -2.61234692e+08 9.60633096e+07
6.63675622e-02 -2.61217979e+08 9.60548302e+07
6.65420058e-02 -2.61201223e+08 9.60463293e+07
6.67169079e-02 -2.61184425e+08 9.60378069e+07
6.68922697e-02 -2.61167585e+08 9.60292630e+07
6.70680924e-02 -2.61150701e+08 9.60206975e+07
6.72443772e-02 -2.61133775e+08 9.60121103e+07
6.74211254e-02 -2.61116806e+08 9.60035015e+07
6.75983382e-02 -2.61099794e+08 9.59948709e+07
6.77760168e-02 -2.61082738e+08 9.59862185e+07
6.79541624e-02 -2.61065639e+08 9.59775443e+07
6.81327763e-02 -2.61048497e+08 9.59688482e+07
6.83118596e-02 -2.61031312e+08 9.59601301e+07
6.84914136e-02 -2.61014082e+08 9.59513900e+07
6.86714396e-02 -2.60996809e+08 9.59426278e+07
6.88519388e-02 -2.60979493e+08 9.59338435e+07
6.90329124e-02 -2.60962132e+08 9.59250371e+07
6.92143617e-02 -2.60944727e+08 9.59162084e+07
6.93962879e-02 -2.60927278e+08 9.59073574e+07
6.95786923e-02 -2.60909785e+08 9.58984841e+07
6.97615761e-02 -2.60892248e+08 9.58895885e+07
6.99449406e-02 -2.60874666e+08 9.58806704e+07
7.01287871e-02 -2.60857039e+08 9.58717298e+07
7.03131169e-02 -2.60839368e+08 9.58627666e+07
7.04979311e-02 -2.60821652e+08 9.58537808e+07
7.06832311e-02 -2.60803891e+08 9.58447724e+07
7.08690182e-02 -2.60786086e+08 9.58357413e+07
7.10552935e-02 -2.60768235e+08 9.58266874e+07
7.12420585e-02 -2.60750338e+08 9.58176107e+07
7.14293144e-02 -2.60732397e+08 9.58085111e+07
7.16170625e-02 -2.60714410e+08 9.57993886e+07
7.18053041e-02 -2.60696377e+08 9.57902431e+07
7.19940405e-02 -2.60678299e+08 9.57810746e+07
7.21832729e-02 -2.60660175e+08 9.57718830e+07
7.23730028e-02 -2.60642005e+08 9.57626682e+07
7.25632313e-02 -2.60623789e+08 9.57534302e+07
7.27539598e-02 -2.60605527e+08 9.57441689e+07
7.29451897e-02 -2.60587219e+08 9.57348844e+07
7.31369222e-02 -2.60568864e+08 9.57255764e+07
7.33291586e-02 -2.60550463e+08 9.57162450e+07
7.35219004e-02 -2.60532016e+08 9.57068902e+07
7.37151487e-02 -2.60513521e+08 9.56975117e+07
7.39089050e-02 -2.60494980e+08 9.56881097e+07
7.41031706e-02 -2.60476392e+08 9.56786841e+07
7.42979467e-02 -2.60457757e+08 9.56692347e+07
7.44932349e-02 -2.60439075e+08 9.56597615e+07
7.46890363e-02 -2.60420346e+08 9.56502645e+07
7.48853524e-02 -2.60401569e+08 9.56407437e+07
7.50821845e-02 -2.60382745e+08 9.56311988e+07
7.52795340e-02 -2.60363873e+08 9.56216300e+07
7.54774022e-02 -2.60344953e+08 9.56120372e+07
7.56757905e-02 -2.60325986e+08 9.56024202e+07
7.58747002e-02 -2.60306971e+08 9.55927790e+07
7.60741327e-02 -2.60287907e+08 9.55831136e+07
7.62740895e-02 -2.60268796e+08 9.55734240e+07
7.64745718e-02 -2.60249636e+08 9.55637100e+07
7.66755811e-02 -2.60230428e+08 9.55539715e+07
7.68771187e-02 -2.60211171e+08 9.55442086e+07
7.70791861e-02 -2.60191866e+08 9.55344212e+07
7.72817846e-02 -2.60172512e+08 9.55246093e+07
7.74849156e-02 -2.60153108e+08 9.55147726e+07
7.76885805e-02 -2.60133656e+08 9.55049113e+07
7.78927807e-02 -2.60114155e+08 9.54950252e+07
7.80975177e-02 -2.60094605e+08 9.54851143e+07
7.83027928e-02 -2.60075005e+08 9.54751786e+07
7.85086075e-02 -2.60055356e+08 9.54652178e+07
7.87149631e-02 -2.60035657e+08 9.54552322e+07
7.89218611e-02 -2.60015909e+08 9.54452214e+07
7.91293030e-02 -2.59996111e+08 9.54351855e+07
7.93372901e-02 -2.59976262e+08 9.54251245e+07
7.95458239e-02 -2.59956364e+08 9.54150382e+07
7.97549058e-02 -2.59936416e+08 9.54049267e+07
7.99645372e-02 -2.59916417e+08 9.53947898e+07
8.01747197e-02 -2.59896368e+08 9.53846274e+07
8.03854546e-02 -2.59876268e+08 9.53744396e+07
8.05967434e-02 -2.59856117e+08 9.53642263e+07
8.08085876e-02 -2.59835916e+08 9.53539874e+07
8.10209886e-02 -2.59815664e+08 9.53437228e+07
8.12339479e-02 -2.59795361e+08 9.53334325e+07
8.14474670e-02 -2.59775006e+08 9.53231164e+07
8.16615472e-02 -2.59754600e+08 9.53127745e+07
8.18761902e-02 -2.59734143e+08 9.53024066e+07
8.20913973e-02 -2.59713635e+08 9.52920128e+07
8.23071702e-02 -2.59693074e+08 9.52815930e+07
8.25235101e-02 -2.59672462e+08 9.52711471e+07
8.27404187e-02 -2.59651798e+08 9.52606751e+07
8.29578974e-02 -2.59631082e+08 9.52501768e+07
8.31759478e-02 -2.59610314e+08 9.52396523e+07
8.33945713e-02 -2.59589494e+08 9.52291015e+07
8.36137694e-02 -2.59568621e+08 9.52185242e+07
8.38335437e-02 -2.59547695e+08 9.52079205e+07
8.40538956e-02 -2.59526717e+08 9.51972903e+07
8.42748267e-02 -2.59505686e+08 9.51866334e+07
8.44963386e-02 -2.59484603e+08 9.51759500e+07
8.47184326e-02 -2.59463466e+08 9.51652398e+07
8.49411104e-02 -2.59442276e+08 9.51545028e+07
8.51643736e-02 -2.59421033e+08 9.51437391e+07
8.53882235e-02 -2.59399736e+08 9.51329484e+07
8.56126619e-02 -2.59378386e+08 9.51221307e+07
8.58376901e-02 -2.59356982e+08 9.51112860e+07
8.60633099e-02 -2.59335524e+08 9.51004143e+07
8.62895226e-02 -2.59314012e+08 9.50895153e+07
8.65163300e-02 -2.59292446e+08 9.50785892e+07
8.67437335e-02 -2.59270826e+08 9.50676358e+07
8.69717347e-02 -2.59249152e+08 9.50566550e+07
8.72003352e-02 -2.59227423e+08 9.50456468e+07
8.74295366e-02 -2.59205640e+08 9.50346111e+07
8.76593404e-02 -2.59183802e+08 9.50235479e+07
8.78897482e-02 -2.59161909e+08 9.50124571e+07
8.81207617e-02 -2.59139961e+08 9.50013386e+07
8.83523823e-02 -2.59117958e+08 9.49901924e+07
8.85846118e-02 -2.59095900e+08 9.49790184e+07
8.88174517e-02 -2.59073786e+08 9.49678165e+07
8.90509036e-02 -2.59051617e+08 9.49565867e+07
8.92849690e-02 -2.59029393e+08 9.49453288e+07
8.95196498e-02 -2.59007112e+08 9.49340429e+07
8.97549473e-02 -2.58984776e+08 9.49227289e+07
8.99908634e-02 -2.58962383e+08 9.49113867e+07
9.02273995e-02 -2.58939935e+08 9.49000162e+07
9.04645573e-02 -2.58917430e+08 9.48886174e+07
9.07023385e-02 -2.58894868e+08 9.48771902e+07
9.09407447e-02 -2.58872250e+08 9.48657345e+07
9.11797776e-02 -2.58849576e+08 9.48542503e+07
9.14194387e-02 -2.58826844e+08 9.48427375e+07
9.16597298e-02 -2.58804056e+08 9.48311961e+07
9.19006524e-02 -2.58781210e+08 9.48196259e+07
9.21422083e-02 -2.58758307e+08 9.48080269e+07
9.23843991e-02 -2.58735347e+08 9.47963990e+07
9.26272265e-02 -2.58712329e+08 9.47847423e+07
9.28706922e-02 -2.58689254e+08 9.47730565e+07
9.31147978e-02 -2.58666121e+08 9.47613416e+07
9.33595450e-02 -2.58642930e+08 9.47495976e+07
9.36049355e-02 -2.58619680e+08 9.47378244e+07
9.38509710e-02 -2.58596373e+08 9.47260220e+07
9.40976533e-02 -2.58573007e+08 9.47141902e+07
9.43449839e-02 -2.58549583e+08 9.47023290e+07
9.45929646e-02 -2.58526100e+08 9.46904383e+07
9.48415971e-02 -2.58502558e+08 9.46785180e+07
9.50908831e-02 -2.58478958e+08 9.46665682e+07
9.53408243e-02 -2.58455298e+08 9.46545886e+07
9.55914225e-02 -2.58431580e+08 9.46425793e+07
9.58426794e-02 -2.58407801e+08 9.46305402e+07
9.60945967e-02 -2.58383964e+08 9.46184712e+07
9.63471762e-02 -2.58360067e+08 9.46063722e+07
9.66004195e-02 -2.58336110e+08 9.45942432e+07
9.68543285e-02 -2.58312093e+08 9.45820841e+07
9.71089049e-02 -2.58288016e+08 9.45698948e+07
9.73641504e-02 -2.58263879e+08 9.45576753e+07
9.76200668e-02 -2.58239682e+08 9.45454254e+07
9.78766559e-02 -2.58215424e+08 9.45331452e+07
9.81339194e-02 -2.58191106e+08 9.45208345e+07
9.83918591e-02 -2.58166727e+08 9.45084933e+07
9.86504768e-02 -2.58142287e+08 9.44961215e+07
9.89097742e-02 -2.58117786e+08 9.44837191e+07
9.91697532e-02 -2.58093224e+08 9.44712859e+07
9.94304156e-02 -2.58068600e+08 9.44588219e+07
9.96917631e-02 -2.58043915e+08 9.44463270e+07
9.99537975e-02 -2.58019169e+08 9.44338011e+07
1.00216521e-01 -2.57994360e+08 9.44212443e+07
1.00479934e-01 -2.57969490e+08 9.44086563e+07
1.00744040e-01 -2.57944558e+08 9.43960372e+07
1.01008841e-01 -2.57919564e+08 9.43833868e+07
1.01274337e-01 -2.57894507e+08 9.43707051e+07
1.01540531e-01 -2.57869388e+08 9.43579921e+07
1.01807425e-01 -2.57844206e+08 9.43452475e+07
1.02075020e-01 -2.57818961e+08 9.43324715e+07
1.02343319e-01 -2.57793653e+08 9.43196638e+07
1.02612323e-01 -2.57768283e+08 9.43068245e+07
1.02882034e-01 -2.57742849e+08 9.42939534e+07
1.03152454e-01 -2.57717352e+08 9.42810505e+07
1.03423584e-01 -2.57691791e+08 9.42681157e+07
1.03695428e-01 -2.57666167e+08 9.42551490e+07
1.03967985e-01 -2.57640478e+08 9.42421501e+07
1.04241260e-01 -2.57614726e+08 9.42291192e+07
1.04515252e-01 -2.57588910e+08 9.42160561e+07
1.04789965e-01 -2.57563029e+08 9.42029607e+07
1.05065400e-01 -2.57537085e+08 9.41898330e+07
1.05341558e-01 -2.57511075e+08 9.41766729e+07
1.05618443e-01 -2.57485001e+08 9.41634802e+07
1.05896055e-01 -2.57458862e+08 9.41502551e+07
1.06174397e-01 -2.57432657e+08 9.41369972e+07
1.06453471e-01 -2.57406388e+08 9.41237067e+07
1.06733278e-01 -2.57380054e+08 9.41103834e+07
1.07013821e-01 -2.57353653e+08 9.40970272e+07
1.07295101e-01 -2.57327188e+08 9.40836381e+07
1.07577120e-01 -2.57300656e+08 9.40702160e+07
1.07859881e-01 -2.57274059e+08 9.40567607e+07
1.08143385e-01 -2.57247395e+08 9.40432724e+07
1.08427634e-01 -2.57220665e+08 9.40297507e+07
1.08712630e-01 -2.57193869e+08 9.40161958e+07
1.08998375e-01 -2.57167006e+08 9.40026074e+07
1.09284872e-01 -2.57140077e+08 9.39889856e+07
1.09572121e-01 -2.57113081e+08 9.39753303e+07
1.09860126e-01 -2.57086017e+08 9.39616413e+07
1.10148887e-01 -2.57058887e+08 9.39479186e+07
1.10438407e-01 -2.57031689e+08 9.39341622e+07
1.10728689e-01 -2.57004424e+08 9.39203719e+07
1.11019733e-01 -2.56977091e+08 9.39065476e+07
1.11311542e-01 -2.56949690e+08 9.38926894e+07
1.11604119e-01 -2.56922221e+08 9.38787970e+07
1.11897464e-01 -2.56894684e+08 9.38648705e+07
1.12191581e-01 -2.56867079e+08 9.38509098e+07
1.12486470e-01 -2.56839406e+08 9.38369147e+07
1.12782135e-01 -2.56811663e+08 9.38228853e+07
1.13078577e-01 -2.56783852e+08 9.38088214e+07
1.13375797e-01 -2.56755973e+08 9.37947229e+07
1.13673800e-01 -2.56728024e+08 9.37805898e+07
1.13972585e-01 -2.56700006e+08 9.37664219e+07
1.14272156e-01 -2.56671918e+08 9.37522193e+07
1.14572514e-01 -2.56643761e+08 9.37379818e+07
1.14873662e-01 -2.56615534e+08 9.37237094e+07
1.15175601e-01 -2.56587237e+08 9.37094019e+07
1.15478334e-01 -2.56558871e+08 9.36950593e+07
1.15781862e-01 -2.56530434e+08 9.36806815e+07
1.16086189e-01 -2.56501926e+08 9.36662685e+07
1.16391315e-01 -2.56473348e+08 9.36518201e+07
1.16697243e-01 -2.56444700e+08 9.36373363e+07
1.17003976e-01 -2.56415981e+08 9.36228170e+07
1.17311514e-01 -2.56387190e+08 9.36082621e+07
1.17619861e-01 -2.56358329e+08 9.35936715e+07
1.17929019e-01 -2.56329396e+08 9.35790452e+07
1.18238989e-01 -2.56300391e+08 9.35643831e+07
1.18549774e-01 -2.56271315e+08 9.35496850e+07
1.18861375e-01 -2.56242167e+08 9.35349510e+07
1.19173796e-01 -2.56212947e+08 9.35201809e+07
1.19487038e-01 -2.56183655e+08 9.35053746e+07
1.19801103e-01 -2.56154291e+08 9.34905321e+07
1.20115994e-01 -2.56124854e+08 9.34756532e+07
1.20431712e-01 -2.56095344e+08 9.34607380e+07
1.20748260e-01 -2.56065762e+08 9.34457863e+07
1.21065641e-01 -2.56036106e+08 9.34307981e+07
1.21383855e-01 -2.56006378e+08 9.34157731e+07
1.21702906e-01 -2.55976576e+08 9.34007115e+07
1.22022796e-01 -2.55946700e+08 9.33856130e+07
1.22343526e-01 -2.55916751e+08 9.33704777e+07
1.22665099e-01 -2.55886728e+08 9.33553054e+07
1.22987518e-01 -2.55856631e+08 9.33400960e+07
1.23310784e-01 -2.55826460e+08 9.33248495e+07
1.23634900e-01 -2.55796214e+08 9.33095657e+07
1.23959867e-01 -2.55765894e+08 9.32942447e+07
1.24285689e-01 -2.55735499e+08 9.32788862e+07
1.24612367e-01 -2.55705029e+08 9.32634903e+07
1.24939904e-01 -2.55674485e+08 9.32480569e+07
1.25268302e-01 -2.55643865e+08 9.32325857e+07
1.25597563e-01 -2.55613170e+08 9.32170769e+07
1.25927690e-01 -2.55582399e+08 9.32015302e+07
1.26258684e-01 -2.55551552e+08 9.31859457e+07
1.26590548e-01 -2.55520630e+08 9.31703231e+07
1.26923284e-01 -2.55489631e+08 9.31546625e+07
1.27256895e-01 -2.55458556e+08 9.31389638e+07
1.27591383e-01 -2.55427405e+08 9.31232268e+07
1.27926750e-01 -2.55396177e+08 9.31074515e+07
1.28262999e-01 -2.55364873e+08 9.30916378e+07
1.28600131e-01 -2.55333491e+08 9.30757855e+07
1.28938150e-01 -2.55302032e+08 9.30598948e+07
1.29277057e-01 -2.55270497e+08 9.30439653e+07
1.29616854e-01 -2.55238883e+08 9.30279971e+07
1.29957545e-01 -2.55207192e+08 9.30119901e+07
1.30299132e-01 -2.55175423e+08 9.29959441e+07
